Item ID,Product Name,Full Name,Brand,Category,Price (SGD),Original Price (SGD),Discount,Sold,Rating,URL
480140691,ARINO T-1134DSS Lever Handle Two Way Tap,ARINO T-1134DSS Lever Handle Two Way Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Arino,Basin Taps,53.9,,,1,1,https://www.lazada.sg/products/pdp-i480140691.html
2036691992,Grohe 23707003 EuroStyle Basin Mixer Tap S Size,Grohe 23707003 EuroStyle Basin Mixer Tap S Size/BASIN TAP/UNIDBOX/BATHROOM/FAUCET/GROGE,Grohe,Basin Taps,199.0,239.0,17%,,,https://www.lazada.sg/products/pdp-i2036691992.html
1191662077,POZZI GINA-921LBB Basin Mixer(BLACK),POZZI GINA-921LBB Basin Mixer(BLACK)/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,259.9,299.0,13%,,,https://www.lazada.sg/products/pdp-i1191662077.html
1191604742,POZZI GINA-921BB Basin Mixer(BLACK),POZZI GINA-921BB Basin Mixer(BLACK)/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,219.9,259.0,15%,,,https://www.lazada.sg/products/pdp-i1191604742.html
509650750,POZZI GINA-321L Basin Tap,POZZI GINA-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,212.0,,,,,https://www.lazada.sg/products/pdp-i509650750.html
509602806,POZZI PRO-321L Basin Tap,POZZI PRO-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,210.0,,,,,https://www.lazada.sg/products/pdp-i509602806.html
509700127,POZZI HAN-321L Basin Tap,POZZI HAN-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,205.0,,,,,https://www.lazada.sg/products/pdp-i509700127.html
509582110,POZZI TAI-321L Basin Tap,POZZI TAI-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,199.0,,,,,https://www.lazada.sg/products/pdp-i509582110.html
509600207,POZZI KRIS-321L Basin Tap,POZZI KRIS-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,195.0,,,,,https://www.lazada.sg/products/pdp-i509600207.html
509636043,POZZI XAM-321L Basin Tap,POZZI XAM-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,189.0,,,,,https://www.lazada.sg/products/pdp-i509636043.html
509690366,POZZI VEN-321L Basin Tap,POZZI VEN-321L Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,167.0,,,,,https://www.lazada.sg/products/pdp-i509690366.html
1191056034,POZZI KRIS-321LBB Basin Tap(BLACK),POZZI KRIS-321LBB Basin Tap(BLACK)/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,145.9,189.0,23%,,,https://www.lazada.sg/products/pdp-i1191056034.html
1190934692,POZZI GINA-321LBB Basin Tap,POZZI GINA-321LBB Basin Tap/Basin Faucets/Home Appliances/Cleaning/Washing Tap/Basin Tap,Pozzi,Basin Taps,139.9,189.0,26%,,,https://www.lazada.sg/products/pdp-i1190934692.html
3482857260,ðŸ‡¸ðŸ‡¬ SG STOCK Bathroom Vanity Cabinet Set â€“ Wall-Mounted LED Mirror + Stainless Steel Basin Cabinet + FREE Bottle Trap,ðŸ‡¸ðŸ‡¬ SG STOCK Bathroom Vanity Cabinet Set â€“ Wall-Mounted LED Mirror + Stainless Steel Basin Cabinet + FREE Bottle Trap,Other,Bathroom Cabinets,299.0,,,,,https://www.lazada.sg/products/pdp-i3482857260.html
3482772721,ðŸ‡¸ðŸ‡¬ SG STOCK Bathroom Vanity Cabinet Set VITA VS001 â€“ Wall-Mounted Mirror Cabinet + Stainless Steel Basin Cabinet,ðŸ‡¸ðŸ‡¬ SG STOCK Bathroom Vanity Cabinet Set VITA VS001 â€“ Wall-Mounted Mirror Cabinet + Stainless Steel Basin Cabinet,VITA,Bathroom Cabinets,275.0,,,,,https://www.lazada.sg/products/pdp-i3482772721.html
1477336534,Boshsini BS213BK Bath Mixer,Boshsini BS213BK Bath Mixer/Bathroom/Hot Cold,Boshsini,Bathroom Fixtures,297.0,369.0,20%,,,https://www.lazada.sg/products/pdp-i1477336534.html
1191594574,Pozzi Ven-907BB Bath Mixer(BLACK),Pozzi Ven-907BB Bath Mixer(BLACK)/Bathroom/Hot Cold,Pozzi,Bathroom Fixtures,219.9,259.0,15%,,,https://www.lazada.sg/products/pdp-i1191594574.html
449424199,Pozzi Ven-907 Bath Mixer,Pozzi Ven-907 Bath Mixer/Bathroom/Hot Cold,Pozzi,Bathroom Fixtures,174.9,220.0,20%,,,https://www.lazada.sg/products/pdp-i449424199.html
100939657,VITA S008 Bathroom Double Retangle Shelf (Matt),VITA S008 Bathroom Double Retangle Shelf (Matt)/Bathroom Shower Shelf/Matt/Heavy Duty/Hanger/Rack/Wall Mount/High Quality,VITA,Bathroom Fixtures,52.9,85.0,38%,,,https://www.lazada.sg/products/pdp-i100939657.html
1512768104,"Acorn DC-368H 38"" VOGA Ceiling Fan","Acorn DC-368H 38"" VOGA Ceiling Fan /Living Room/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan",Acorn,Ceiling Fans,679.0,729.0,7%,,,https://www.lazada.sg/products/pdp-i1512768104.html
1512742803,"Acorn DC-368H 48"" VOGA Ceiling Fan","Acorn DC-368H 48"" VOGA Ceiling Fan /Living Room/UNIDBOX/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan",Acorn,Ceiling Fans,679.0,729.0,7%,,,https://www.lazada.sg/products/pdp-i1512742803.html
1512646422,"Acorn DC-368 48"" VOGA Ceiling Fan","Acorn DC-368 48"" VOGA Ceiling Fan /Living Room/UNIDBOX/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan",Acorn,Ceiling Fans,649.0,699.0,7%,,,https://www.lazada.sg/products/pdp-i1512646422.html
1512426782,"Acorn DC-368 38"" VOGA Ceiling Fan","Acorn DC-368 38"" VOGA Ceiling Fan /Living Room/UNIDBOX/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan",Acorn,Ceiling Fans,649.0,699.0,7%,,,https://www.lazada.sg/products/pdp-i1512426782.html
1512670323,"Acorn DC-368 58"" VOGA Ceiling Fan","Acorn DC-368 58"" VOGA Ceiling Fan /Living Room/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan",Acorn,Ceiling Fans,649.0,699.0,7%,,,https://www.lazada.sg/products/pdp-i1512670323.html
579112800,Acorn DC-356 46'' ceiling fan + remote control + 24W LED-RGB,Acorn DC-356 46'' ceiling fan + remote control + 24W LED-RGB/Ceiling Fan/Cooling/Remote Control Ceiling Fan,Acorn,Ceiling Fans,589.0,699.0,16%,,,https://www.lazada.sg/products/pdp-i579112800.html
579164931,Acorn DC-356 56'' ceiling fan + remote control + 24W LED-RGB,Acorn DC-356 56'' ceiling fan + remote control + 24W LED-RGB/Ceiling Fan/Cooling/Remote Control Ceiling Fan,Acorn,Ceiling Fans,589.0,699.0,16%,,,https://www.lazada.sg/products/pdp-i579164931.html
135267778,Acorn DC-356 36'' ceiling fans + remote control + 24W LED-RGB,Acorn DC-356 36'' ceiling fans + remote control + 24W LED-RGB/Walk In Wardrobes/Balconies/Kitchens/Bedroom/Living Room,Acorn,Ceiling Fans,589.0,699.0,16%,,,https://www.lazada.sg/products/pdp-i135267778.html
1270886487,Acorn DC-360 Corner Fan,Acorn DC-360 Corner Fan /Living Room/Master Room/UNIDBOX/Bedroom/Cooling/Remote Control Ceiling Fan,Acorn,Ceiling Fans,499.0,549.0,9%,,,https://www.lazada.sg/products/pdp-i1270886487.html
261204286,Acorn Petalo DC-325 46 inches ceiling fans with LED RGB 18w,Acorn Petalo DC-325 46 inches ceiling fans with LED RGB 18w/Ceiling Fan/Living Hall/Cooling/Air Treatment/Fan/UNIDBOX/Remote Control Ceiling Fan,Acorn,Ceiling Fans,469.0,550.0,15%,,,https://www.lazada.sg/products/pdp-i261204286.html
1109760563,Acorn DC-160 44'' Ceiling Fans,Acorn DC-160 44'' Ceiling Fans /Living Room/UNIDBOX/Master Room/Bedroom/Cooling,Acorn,Ceiling Fans,449.0,499.0,10%,,,https://www.lazada.sg/products/pdp-i1109760563.html
397526504,Acorn DC-160 54'' Ceiling Fans,Acorn DC-160 54'' Ceiling Fans /Living Room/Master Room/Bedroom/Cooling,Acorn,Ceiling Fans,449.0,499.0,10%,,,https://www.lazada.sg/products/pdp-i397526504.html
1938255651,Acorn Intaglio DC-159 40'' Ceiling Fans with 22W LED,Acorn Intaglio DC-159 40'' Ceiling Fans with 22W LED/Living Room/UNIDBOX/Master Room/Bedroom/Cooling/unidbox,Acorn,Ceiling Fans,399.0,440.0,9%,1,1,https://www.lazada.sg/products/pdp-i1938255651.html
261209594,Acorn Intaglio DC-159 52''Ceiling Fan with 22W LED,Acorn Intaglio DC-159 52''Ceiling Fan with 22W LED/Living Room/Master Room/Bedroom/Cooling/Remote Control Ceiling Fan,Acorn,Ceiling Fans,399.0,449.0,11%,,,https://www.lazada.sg/products/pdp-i261209594.html
261192867,Acorn Intaglio DC-159 Ceiling Fans 52'' NO LIGHT,Acorn Intaglio DC-159 Ceiling Fans 52'' NO LIGHT/Living Room/Master Room/Bedroom,Acorn,Ceiling Fans,349.0,499.0,30%,,,https://www.lazada.sg/products/pdp-i261192867.html
2087161254,ALASKA STARASON DC CEILING FAN WITH LED LIGHT,ALASKA STARASON DC CEILING FAN WITH LED LIGHT/Ceiling Fans/UNIDBOX/Cooling/Fan/ROOM/LIVING HALL/Remote Control Ceiling Fan,Alaska,Ceiling Fans,399.0,499.0,20%,,,https://www.lazada.sg/products/pdp-i2087161254.html
464048899,Alaska Opal III Slim 50'' Ceiling Fan With 20W LED,Alaska Opal III Slim 50'' Ceiling Fan With 20W LED/Balcony/Walk In Wardrobes/Balconies/Kitchens/Bedroom/Living Room/Remote Control Ceiling Fan,Alaska,Ceiling Fans,399.0,459.0,13%,,,https://www.lazada.sg/products/pdp-i464048899.html
2908760250,ALASKA HYDSON DC CEILING FAN + SAMSUNG 20W LED DIM TRI WAY MEMORY FUNCTION,ALASKA HYDSON DC CEILING FAN + SAMSUNG 20W LED DIM TRI WAY MEMORY FUNCTION/bedroom/dinning/living hall/Remote Control Ceiling Fan,Alaska,Ceiling Fans,349.0,499.0,30%,,,https://www.lazada.sg/products/pdp-i2908760250.html
463896069,Alaska Opal III Slim 38'' Ceiling Fans With 20W LED,Alaska Opal III Slim 38'' Ceiling Fans With 20W LED/Balcony/Walk In Wardrobes/Balconies/Kitchens/Bedroom/Living Room,Alaska,Ceiling Fans,339.0,399.0,15%,,,https://www.lazada.sg/products/pdp-i463896069.html
467962537,Alaska Pearl III Slim 46'' Ceiling Fan With 20W LED,Alaska Pearl III Slim 46'' Ceiling Fan With 20W LED/Balcony/Walk In Wardrobes/Balconies/Kitchens/Bedroom/Living Room/Remote Control Ceiling Fan,Alaska,Ceiling Fans,339.0,399.0,15%,,,https://www.lazada.sg/products/pdp-i467962537.html
3299304559,"Crestar Airis+ Smart Ceiling Fan 5 Blades â€” 50"" || 56"" (with Tri-colour LED)","Crestar Airis+ Smart Ceiling Fan 5 Blades â€” 50"" || 56"" (with Tri-colour LED)",Crestar,Ceiling Fans,560.0,,,,,https://www.lazada.sg/products/pdp-i3299304559.html
3264436915,"Crestar Altis+ Smart Ceiling Fan 5 Blades â€” 48"" || 54"" (with Tri-colour LED)","Crestar Altis+ Smart Ceiling Fan 5 Blades â€” 48"" || 54"" (with Tri-colour LED)",Crestar,Ceiling Fans,540.0,,,2,2,https://www.lazada.sg/products/pdp-i3264436915.html
3299343458,"Crestar Airis+ Smart Ceiling Fan 5 Blades â€” 50"" || 56"" (without LED)","Crestar Airis+ Smart Ceiling Fan 5 Blades â€” 50"" || 56"" (without LED)",Crestar,Ceiling Fans,490.0,,,,,https://www.lazada.sg/products/pdp-i3299343458.html
3264408901,"Crestar Altis+ Smart Ceiling Fan 5 Blades â€” 48"" || 54"" (without LED)","Crestar Altis+ Smart Ceiling Fan 5 Blades â€” 48"" || 54"" (without LED)",Crestar,Ceiling Fans,490.0,,,,,https://www.lazada.sg/products/pdp-i3264408901.html
3302841111,"Crestar Hiro Smart Ceiling Fan 3 Blades â€” 42"" || 50"" (with Tri-colour LED)","Crestar Hiro Smart Ceiling Fan 3 Blades â€” 42"" || 50"" (with Tri-colour LED)",Crestar,Ceiling Fans,418.0,,,,,https://www.lazada.sg/products/pdp-i3302841111.html
3264378627,"Crestar Altis+ Smart Ceiling Fan 3 Blades â€” 40"" || 46"" || 52"" (without LED)","Crestar Altis+ Smart Ceiling Fan 3 Blades â€” 40"" || 46"" || 52"" (without LED)",Crestar,Ceiling Fans,400.0,,,,,https://www.lazada.sg/products/pdp-i3264378627.html
3299215989,"Crestar Airis+ Smart Ceiling Fan 3 Blades â€” 33"" || 42"" || 48"" (with Tri-colour LED)","Crestar Airis+ Smart Ceiling Fan 3 Blades â€” 33"" || 42"" || 48"" (with Tri-colour LED)",Crestar,Ceiling Fans,380.0,,,,,https://www.lazada.sg/products/pdp-i3299215989.html
3299392081,"Crestar Airis+ Smart Ceiling Fan 3 Blades â€” 33"" || 42"" || 48"" (without LED)","Crestar Airis+ Smart Ceiling Fan 3 Blades â€” 33"" || 42"" || 48"" (without LED)",Crestar,Ceiling Fans,330.0,,,,,https://www.lazada.sg/products/pdp-i3299392081.html
2330481500,"[NEW LAUNCH] Fanco Tristar NANO 16"" DC Motor Ceiling Corner Fans and Wall Fan with Remote Control","[NEW LAUNCH] Fanco Tristar NANO 16"" DC Motor Ceiling Corner Fans and Wall Fan with Remote Control",Fanco,Ceiling Fans,359.0,459.0,22%,,,https://www.lazada.sg/products/pdp-i2330481500.html
1984407176,"[NEW LAUNCH] FANCO GIRASOL 46"" DC CEILING FANs WITH 36W RGB","[NEW LAUNCH] FANCO GIRASOL 46"" DC CEILING FANs WITH 36W RGB/Balcony/Walk In Wardrobes/UNIDBOX/Balconies/Kitchens/Bedroom/Living Room",Fanco,Ceiling Fans,338.0,388.0,13%,,,https://www.lazada.sg/products/pdp-i1984407176.html
1074832880,[NEW LAUNCH]FANCO HELI 56 Inch DC Motor Ceiling Fan with 3tone LED Light and Remote Control,[NEW LAUNCH]FANCO HELI 56 Inch DC Motor Ceiling Fan with 3tone LED Light and Remote Control/Air Treatment/Cooling/Living Hall/Fan/Remote Control Ceiling Fan,Fanco,Ceiling Fans,268.0,399.0,33%,,,https://www.lazada.sg/products/pdp-i1074832880.html
2330462966,"[NEW LAUNCH] Fanco DONO 16"" DC Motor Ceiling Corner Fans and Wall Fan with Remote Control","[NEW LAUNCH] Fanco DONO 16"" DC Motor Ceiling Corner Fans and Wall Fan with Remote Control/ROOM/HALL/CORNER/UNIDBOX/DINNING/KITCHEN/Remote Control Ceiling Fan",Fanco,Ceiling Fans,199.0,259.0,23%,,,https://www.lazada.sg/products/pdp-i2330462966.html
333426905,FANCO B-Star DC Motor Ceiling Fan with 24w LED and Remote Control - 36-Inch,FANCO B-Star DC Motor Ceiling Fan with 24w LED and Remote Control - 36-Inch/Air Treatment/Cooling/Living Hall/Bathroom/Fan/Remote Control Ceiling Fan,Fanco,Ceiling Fans,189.0,289.0,35%,,,https://www.lazada.sg/products/pdp-i333426905.html
386434642,FANCO B-Star DC Motor Ceiling Fan with 24w LED and Remote Control - 46-Inch,FANCO B-Star DC Motor Ceiling Fan with 24w LED and Remote Control - 46-Inch/Air Treatment/Cooling/Living Hall/Bathroom/Fan/Remote Control Ceiling Fan,Fanco,Ceiling Fans,189.0,289.0,35%,,,https://www.lazada.sg/products/pdp-i386434642.html
2895484838,Fanco Rito 3 hugger dc ceiling fan 24w LED tri tone light 6 speeds singapore warranty installation,Fanco Rito 3 hugger dc ceiling fan 24w LED tri tone light 6 speeds singapore warranty installation,Fanco,Ceiling Fans,188.0,209.0,10%,,,https://www.lazada.sg/products/pdp-i2895484838.html
279938061,Spin Onix 84'' With LED Ceiling Fan,Spin Onix 84'' With LED Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,1234.0,1600.0,23%,,,https://www.lazada.sg/products/pdp-i279938061.html
3205641157,Spin ESPADA X SMART WIFI With LED Ceiling Fans,Spin ESPADA X SMART WIFI With LED Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,1200.0,,,,,https://www.lazada.sg/products/pdp-i3205641157.html
279902170,Spin Onix 72'' With LED Ceiling Fan,Spin Onix 72'' With LED Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,1122.0,1300.0,14%,,,https://www.lazada.sg/products/pdp-i279902170.html
279915443,Spin Savannah SMART WIFI With LED Ceiling Fan,Spin Savannah SMART WIFI With LED Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,1100.0,1150.0,4%,,,https://www.lazada.sg/products/pdp-i279915443.html
1337642400,Spin Quincy X SMART WIFI With LED Ceiling Fans,Spin Quincy X SMART WIFI With LED Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,1100.0,1150.0,4%,,,https://www.lazada.sg/products/pdp-i1337642400.html
1848077960,"Spin CARAMEL SMART WIFI 43"" Ceiling Fans RGB","Spin CARAMEL SMART WIFI 43"" Ceiling Fans RGB/Living Room/Bedroom/Master Room/UNIDBOX",Spin,Ceiling Fans,1100.0,1150.0,4%,,,https://www.lazada.sg/products/pdp-i1848077960.html
279948023,Spin Onix 84'' Ceiling Fan,Spin Onix 84'' Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,1084.0,1500.0,28%,,,https://www.lazada.sg/products/pdp-i279948023.html
279902171,Spin Onix 60'' With LED Ceiling Fan,Spin Onix 60'' With LED Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,1010.0,1300.0,22%,,,https://www.lazada.sg/products/pdp-i279902171.html
279926345,Spin Quincy SMART WIFI With LED Ceiling Fans,Spin Quincy SMART WIFI With LED Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,1000.0,1050.0,5%,,,https://www.lazada.sg/products/pdp-i279926345.html
279926102,Spin Espada SMART WIFI With LED Ceiling Fans,Spin Espada SMART WIFI With LED Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,1000.0,1050.0,5%,,,https://www.lazada.sg/products/pdp-i279926102.html
279424969,Spin Onix 72'' Ceiling Fan,Spin Onix 72'' Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,972.0,1300.0,25%,,,https://www.lazada.sg/products/pdp-i279424969.html
279923374,Spin Savannah SAMRT WIFI Ceiling Fan NO LIGHT,Spin Savannah SAMRT WIFI Ceiling Fan NO LIGHT/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,950.0,1000.0,5%,2,2,https://www.lazada.sg/products/pdp-i279923374.html
1847729480,Spin CARAMEL SMART WIFI Ceiling Fans NO LIGHT,Spin CARAMEL SMART WIFI Ceiling Fans NO LIGHT/Living Room/Bedroom/Master Room/UNIDBOX,Spin,Ceiling Fans,950.0,1000.0,5%,,,https://www.lazada.sg/products/pdp-i1847729480.html
3205987781,Spin ESPADA X SMART WIFI NO LIGHT Ceiling Fans,Spin ESPADA X SMART WIFI NO LIGHT Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,950.0,1000.0,5%,,,https://www.lazada.sg/products/pdp-i3205987781.html
1338996488,Spin Quincy X SMART WIFI NO Light Ceiling Fan,Spin Quincy X SMART WIFI NO Light Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,950.0,1000.0,5%,,,https://www.lazada.sg/products/pdp-i1338996488.html
279915043,Spin Onix 60'' Ceiling Fan,Spin Onix 60'' Ceiling Fan/Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,860.0,1200.0,28%,,,https://www.lazada.sg/products/pdp-i279915043.html
279902448,Spin Quincy SMART WIFI NO LIGHT Ceiling Fans,Spin Quincy SMART WIFI NO LIGHT Ceiling Fans/Living Room/Bedroom/Master Room,Spin,Ceiling Fans,850.0,900.0,6%,2,2,https://www.lazada.sg/products/pdp-i279902448.html
279923120,Spin Espada SMART WIFI NO LIGHT Ceiling Fan,Spin Espada SMART WIFI NO LIGHT Ceiling Fan /Living Room/Bedroom/Master Room/Remote Control Ceiling Fan,Spin,Ceiling Fans,850.0,900.0,6%,2,2,https://www.lazada.sg/products/pdp-i279923120.html
3202194280,INGCO HKSPA3142 12Pcs Double Offset Ring Spanner Set 6x7-30x32mm,INGCO HKSPA3142 12Pcs Double Offset Ring Spanner Set 6x7-30x32mm,INGCO,Hand Tools,63.77,,,,,https://www.lazada.sg/products/pdp-i3202194280.html
3202077580,"INGCO HKSPAR1082 8Pcs Ratchet Combi Spanner Set 8,10,12,13,14,15,17 &19mm","INGCO HKSPAR1082 8Pcs Ratchet Combi Spanner Set 8,10,12,13,14,15,17 &19mm",INGCO,Hand Tools,43.56,,,,,https://www.lazada.sg/products/pdp-i3202077580.html
472484474,EF HB BI 2730 A 70CM Induction Hob,EF HB BI 2730 A 70CM Induction Hob/EF/2 Burners/Kitchen Appliances/Induction Stove,EF,Hobs & Stoves,999.0,,,,,https://www.lazada.sg/products/pdp-i472484474.html
3206294914,EF HB BI 2722 G 70CM INDUCTION HOB,EF HB BI 2722 G 70CM INDUCTION HOB,EF,Hobs & Stoves,899.0,999.0,10%,,,https://www.lazada.sg/products/pdp-i3206294914.html
3206302371,EF HB IV 2723G 70CM INDUCTION RADIANT COMBI HOB,EF HB IV 2723G 70CM INDUCTION RADIANT COMBI HOB,EF,Hobs & Stoves,859.0,939.0,9%,,,https://www.lazada.sg/products/pdp-i3206302371.html
